filepath,caption
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0088_797194.jpg,a wild Cerulean Warbler featuring solid belly pattern and has black leg color and has very_small_(3_-_5_in) size and has white breast color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0056_163339.jpg,this is an Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0056_163339.jpg,this is a Cerulean Warbler that has black eye color and has shorter_than_head bill length and has grey upperparts color and has grey breast color and has multi-colored breast pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0056_163339.jpg,a photo of Cerulean Warbler with blue forehead color and has grey wing color and has all-purpose bill shape and has grey forehead color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0093_797196.jpg,an image of the bird species Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0093_797196.jpg,a photo of Cerulean Warbler with solid belly pattern and has capped head pattern and has grey nape color and has grey wing color and has black upperparts color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0093_797196.jpg,an image of the bird species Cerulean Warbler with black eye color and has solid back pattern and has white belly color and has capped head pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0053_797197.jpg,an image of the bird species Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0053_797197.jpg,an image of the bird species Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0053_797197.jpg,an image of the bird species Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0017_797198.jpg,an image of the bird species Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0017_797198.jpg,a wild Cerulean Warbler featuring about_the_same_as_head bill length and has striped back pattern and has black under tail color and has black eye color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0017_797198.jpg,this is a Cerulean Warbler that has blue leg color and has very_small_(3_-_5_in) size and has blue under tail color and has black under tail color and has white breast color and has blue forehead color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0004_797199.jpg,an image of the bird species Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0004_797199.jpg,a close-up of Cerulean Warbler showing black upper tail color and has small_(5_-_9_in) size and has blue nape color and has pointed_tail tail shape and has blue breast color and has white belly color and has blue forehead color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0004_797199.jpg,this is a Cerulean Warbler that has shorter_than_head bill length and has black under tail color and has all-purpose bill shape and has eyebrow head pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0094_797200.jpg,an image of the bird species Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0094_797200.jpg,this is a Cerulean Warbler that has blue bill color and has blue back color and has brown leg color and has black upper tail color and has grey leg color and has shorter_than_head bill length and has grey underparts color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0094_797200.jpg,a photo of Cerulean Warbler with blue forehead color and has perching-like shape and has brown leg color and has black breast color and has blue bill color and has eyebrow head pattern and has grey underparts color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0009_797201.jpg,this is an Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0009_797201.jpg,this is a Cerulean Warbler that has grey crown color and has striped wing pattern and has blue crown color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0009_797201.jpg,a photo of Cerulean Warbler with grey crown color and has all-purpose bill shape and has blue crown color and has blue bill color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0077_797202.jpg,a photo of a Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0077_797202.jpg,a photo of Cerulean Warbler with shorter_than_head bill length and has blue bill color and has all-purpose bill shape and has striped wing pattern and has solid belly pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0077_797202.jpg,this is a Cerulean Warbler that has solid belly pattern and has swallow-like shape and has white throat color and has black eye color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0043_797203.jpg,a photo of a Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0043_797203.jpg,a photo of a Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0043_797203.jpg,a photo of a Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0063_797204.jpg,a photo of a Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0063_797204.jpg,a photo of Cerulean Warbler with black eye color and has iridescent leg color and has iridescent upperparts color and has striped breast pattern and has tree-clinging-like shape.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0063_797204.jpg,this is a Cerulean Warbler that has iridescent back color and has iridescent wing color and has black eye color and has iridescent belly color and has eyeline head pattern and has iridescent upper tail color and has cone bill shape.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0005_797206.jpg,an image of the bird species Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0005_797206.jpg,an image of the bird species Cerulean Warbler with blue underparts color and has striped wing pattern and has black primary color and has plain head pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0005_797206.jpg,a close-up of Cerulean Warbler showing black bill color and has very_small_(3_-_5_in) size and has blue nape color and has brown upperparts color and has multi-colored tail pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0060_797209.jpg,a photo of a Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0060_797209.jpg,a photo of Cerulean Warbler with white nape color and has blue back color and has blue throat color and has black back color and has white throat color and has grey underparts color and has solid breast pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0060_797209.jpg,this is a Cerulean Warbler that has black upper tail color and has grey underparts color and has grey crown color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0010_797210.jpg,this is an Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0010_797210.jpg,this is a Cerulean Warbler that has grey under tail color and has shorter_than_head bill length and has grey primary color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0010_797210.jpg,a photo of Cerulean Warbler with capped head pattern and has black upperparts color and has black leg color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0047_797211.jpg,an image of the bird species Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0047_797211.jpg,a photo of Cerulean Warbler with blue primary color and has white wing color and has white breast color and has plain head pattern and has blue nape color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0047_797211.jpg,this is a Cerulean Warbler that has blue primary color and has white wing color and has black eye color and has blue wing color and has blue nape color and has cone bill shape.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0037_797212.jpg,a photo of a Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0037_797212.jpg,this is a Cerulean Warbler that has white nape color and has striped back pattern and has pointed_tail tail shape and has multi-colored wing pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0037_797212.jpg,a close-up of Cerulean Warbler showing very_small_(3_-_5_in) size and has blue upperparts color and has multi-colored wing pattern and has blue forehead color and has striped tail pattern and has striped back pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0007_797215.jpg,this is an Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0007_797215.jpg,a close-up of Cerulean Warbler showing spotted tail pattern and has rounded-wings wing shape and has brown underparts color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0007_797215.jpg,this is a Cerulean Warbler that has blue leg color and has iridescent breast color and has grey crown color and has brown nape color and has multi-colored belly pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0045_797217.jpg,this is an Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0045_797217.jpg,a wild Cerulean Warbler featuring black eye color and has white underparts color and has blue primary color and has blue upperparts color and has blue throat color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0045_797217.jpg,an image of the bird species Cerulean Warbler with blue bill color and has perching-like shape and has all-purpose bill shape and has plain head pattern and has blue crown color and has multi-colored tail pattern and has white breast color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0067_797220.jpg,an image of the bird species Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0067_797220.jpg,an image of the bird species Cerulean Warbler with striped wing pattern and has white wing color and has brown eye color and has grey breast color and has grey under tail color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0067_797220.jpg,a close-up of Cerulean Warbler showing rounded_tail tail shape and has pigeon-like shape and has solid tail pattern and has grey back color and has blue forehead color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0046_797222.jpg,this is an Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0046_797222.jpg,a wild Cerulean Warbler featuring blue back color and has broad-wings wing shape and has white underparts color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0046_797222.jpg,this is a Cerulean Warbler that has blue wing color and has blue upper tail color and has blue belly color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0042_797223.jpg,a photo of a Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0042_797223.jpg,an image of the bird species Cerulean Warbler with white breast color and has black upper tail color and has grey eye color and has grey upperparts color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0042_797223.jpg,a close-up of Cerulean Warbler showing white under tail color and has grey belly color and has squared_tail tail shape.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0014_797226.jpg,an image of the bird species Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0014_797226.jpg,an image of the bird species Cerulean Warbler with black belly color and has black under tail color and has blue under tail color and has black upper tail color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0014_797226.jpg,a photo of Cerulean Warbler with black back color and has black wing color and has blue back color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0038_797230.jpg,this is an Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0038_797230.jpg,this is a Cerulean Warbler that has black forehead color and has black leg color and has white primary color and has blue upperparts color and has blue breast color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0038_797230.jpg,a wild Cerulean Warbler featuring white nape color and has black leg color and has white upperparts color and has multi-colored back pattern and has pointed-wings wing shape and has black eye color and has white underparts color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0075_797233.jpg,a photo of a Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0075_797233.jpg,this is a Cerulean Warbler that has blue bill color and has blue wing color and has very_small_(3_-_5_in) size.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0075_797233.jpg,a wild Cerulean Warbler featuring very_small_(3_-_5_in) size and has black eye color and has multi-colored breast pattern and has white nape color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0054_797235.jpg,this is an Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0054_797235.jpg,a photo of Cerulean Warbler with solid belly pattern and has multi-colored tail pattern and has plain head pattern and has shorter_than_head bill length.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0054_797235.jpg,this is a Cerulean Warbler that has grey belly color and has grey bill color and has black eye color and has blue upperparts color and has black wing color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0083_163380.jpg,a photo of a Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0083_163380.jpg,a close-up of Cerulean Warbler showing rounded-wings wing shape and has black breast color and has blue bill color and has black eye color and has grey leg color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0083_163380.jpg,a wild Cerulean Warbler featuring very_small_(3_-_5_in) size and has white breast color and has eyebrow head pattern and has grey leg color and has blue bill color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0090_797195.jpg,this is an Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0090_797195.jpg,this is a Cerulean Warbler that has solid tail pattern and has pointed_tail tail shape and has grey forehead color and has grey crown color and has white breast color and has very_small_(3_-_5_in) size.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0090_797195.jpg,a photo of Cerulean Warbler with grey wing color and has grey upperparts color and has solid tail pattern and has black bill color and has grey back color and has white upperparts color and has white wing color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0080_163399.jpg,this is an Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0080_163399.jpg,this is a Cerulean Warbler that has black underparts color and has black wing color and has grey underparts color and has grey forehead color and has grey under tail color and has shorter_than_head bill length and has white underparts color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0080_163399.jpg,a close-up of Cerulean Warbler showing grey breast color and has black wing color and has perching-like shape and has grey bill color and has brown upperparts color and has black breast color and has multi-colored wing pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0024_163406.jpg,a photo of a Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0024_163406.jpg,an image of the bird species Cerulean Warbler with white primary color and has multi-colored tail pattern and has blue underparts color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0024_163406.jpg,a photo of Cerulean Warbler with multi-colored tail pattern and has blue upper tail color and has blue primary color and has white throat color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0089_163412.jpg,an image of the bird species Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0089_163412.jpg,a wild Cerulean Warbler featuring white breast color and has solid breast pattern and has unique_pattern head pattern and has black back color and has solid belly pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0089_163412.jpg,this is a Cerulean Warbler that has grey wing color and has white upperparts color and has multi-colored tail pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0012_163417.jpg,this is an Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0012_163417.jpg,a wild Cerulean Warbler featuring multi-colored wing pattern and has white breast color and has shorter_than_head bill length and has solid breast pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0012_163417.jpg,an image of the bird species Cerulean Warbler with grey nape color and has black back color and has buff wing color and has grey back color and has plain head pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0039_163420.jpg,this is an Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0039_163420.jpg,an image of the bird species Cerulean Warbler with blue breast color and has blue forehead color and has solid wing pattern and has capped head pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0039_163420.jpg,a photo of Cerulean Warbler with iridescent forehead color and has about_the_same_as_head bill length and has blue wing color and has solid breast pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0087_163451.jpg,a photo of a Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0087_163451.jpg,a wild Cerulean Warbler featuring blue primary color and has white upperparts color and has white belly color and has solid tail pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0087_163451.jpg,an image of the bird species Cerulean Warbler with blue bill color and has solid belly pattern and has white wing color and has multi-colored wing pattern and has multi-colored breast pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0092_163455.jpg,this is an Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0092_163455.jpg,a wild Cerulean Warbler featuring white throat color and has black eye color and has grey under tail color and has blue back color and has striped wing pattern and has grey forehead color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0092_163455.jpg,an image of the bird species Cerulean Warbler with black back color and has iridescent underparts color and has blue wing color and has black upperparts color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0072_163200.jpg,this is an Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0072_163200.jpg,a wild Cerulean Warbler featuring white throat color and has white eye color and has white belly color and has black wing color and has yellow underparts color and has black back color and has rounded_tail tail shape.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0072_163200.jpg,an image of the bird species Cerulean Warbler with all-purpose bill shape and has rounded_tail tail shape and has grey leg color and has white breast color and has solid belly pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0071_163201.jpg,an image of the bird species Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0071_163201.jpg,a close-up of Cerulean Warbler showing blue wing color and has black under tail color and has black back color and has multi-colored breast pattern and has multi-colored back pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0071_163201.jpg,this is a Cerulean Warbler that has blue crown color and has blue primary color and has grey upper tail color and has eyering head pattern and has multi-colored belly pattern and has black wing color and has white wing color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0040_163219.jpg,this is an Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0040_163219.jpg,a photo of Cerulean Warbler with blue primary color and has striped wing pattern and has blue forehead color and has grey bill color and has striped back pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0040_163219.jpg,a wild Cerulean Warbler featuring striped back pattern and has all-purpose bill shape and has white breast color and has solid belly pattern and has about_the_same_as_head bill length and has blue nape color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0020_163353.jpg,an image of the bird species Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0020_163353.jpg,this is a Cerulean Warbler that has perching-like shape and has white wing color and has rounded-wings wing shape and has white throat color and has solid back pattern and has very_small_(3_-_5_in) size.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0020_163353.jpg,a wild Cerulean Warbler featuring solid back pattern and has grey wing color and has white wing color and has shorter_than_head bill length and has perching-like shape.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0057_163227.jpg,an image of the bird species Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0057_163227.jpg,an image of the bird species Cerulean Warbler with notched_tail tail shape and has striped wing pattern and has plain head pattern and has blue upper tail color and has black bill color and has white breast color and has white throat color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0057_163227.jpg,this is a Cerulean Warbler that has blue crown color and has small_(5_-_9_in) size and has black eye color and has solid breast pattern and has blue upper tail color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0051_163244.jpg,an image of the bird species Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0051_163244.jpg,this is a Cerulean Warbler that has white wing color and has notched_tail tail shape and has perching-like shape and has eyering head pattern and has multi-colored wing pattern and has solid back pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0051_163244.jpg,a photo of Cerulean Warbler with small_(5_-_9_in) size and has white throat color and has multi-colored wing pattern and has white underparts color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0086_797214.jpg,a photo of a Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0086_797214.jpg,a close-up of Cerulean Warbler showing all-purpose bill shape and has blue bill color and has blue under tail color and has white throat color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0086_797214.jpg,a wild Cerulean Warbler featuring pointed_tail tail shape and has white crown color and has grey leg color and has white breast color and has rounded-wings wing shape and has black wing color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0016_163265.jpg,an image of the bird species Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0016_163265.jpg,a wild Cerulean Warbler featuring grey bill color and has grey primary color and has grey underparts color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0016_163265.jpg,an image of the bird species Cerulean Warbler with white nape color and has solid tail pattern and has grey upper tail color and has grey upperparts color and has black eye color and has grey under tail color and has multi-colored breast pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0055_163524.jpg,an image of the bird species Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0055_163524.jpg,this is a Cerulean Warbler that has rounded-wings wing shape and has buff back color and has orange bill color and has black forehead color and has red upperparts color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0055_163524.jpg,an image of the bird species Cerulean Warbler with pink crown color and has black forehead color and has grey throat color and has striped back pattern and has spotted tail pattern and has perching-like shape and has orange bill color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0035_163269.jpg,this is an Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0035_163269.jpg,a wild Cerulean Warbler featuring capped head pattern and has grey crown color and has grey underparts color and has white wing color and has solid back pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0035_163269.jpg,this is a Cerulean Warbler that has blue back color and has grey nape color and has blue nape color and has blue upperparts color and has grey underparts color and has white primary color and has solid tail pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0078_163271.jpg,this is an Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0078_163271.jpg,a photo of Cerulean Warbler with small_(5_-_9_in) size and has brown nape color and has black wing color and has perching-like shape and has black nape color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0078_163271.jpg,this is a Cerulean Warbler that has striped belly pattern and has black nape color and has broad-wings wing shape and has iridescent forehead color and has iridescent wing color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0041_163535.jpg,a photo of a Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0041_163535.jpg,a photo of Cerulean Warbler with grey breast color and has buff belly color and has grey forehead color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0041_163535.jpg,a close-up of Cerulean Warbler showing purple leg color and has grey wing color and has grey nape color and has buff crown color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0002_797219.jpg,an image of the bird species Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0002_797219.jpg,a wild Cerulean Warbler featuring red throat color and has brown upper tail color and has longer_than_head bill length and has multi-colored breast pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0002_797219.jpg,a photo of Cerulean Warbler with brown back color and has small_(5_-_9_in) size and has yellow forehead color and has multi-colored tail pattern and has grey crown color and has black underparts color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0076_163294.jpg,a photo of a Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0076_163294.jpg,this is a Cerulean Warbler that has grey forehead color and has solid breast pattern and has rounded-wings wing shape and has solid belly pattern and has all-purpose bill shape and has black wing color and has grey under tail color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0076_163294.jpg,a photo of Cerulean Warbler with white breast color and has all-purpose bill shape and has perching-like shape and has grey underparts color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0028_163302.jpg,an image of the bird species Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0028_163302.jpg,a wild Cerulean Warbler featuring all-purpose bill shape and has white throat color and has grey under tail color and has very_small_(3_-_5_in) size and has perching-like shape.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0028_163302.jpg,a close-up of Cerulean Warbler showing white underparts color and has grey underparts color and has black back color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0003_163305.jpg,a photo of a Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0003_163305.jpg,an image of the bird species Cerulean Warbler with multi-colored breast pattern and has black bill color and has shorter_than_head bill length and has grey leg color and has white forehead color and has black leg color and has blue primary color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0003_163305.jpg,a wild Cerulean Warbler featuring striped back pattern and has black leg color and has white throat color and has white breast color and has white forehead color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0025_797232.jpg,a photo of a Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0025_797232.jpg,this is a Cerulean Warbler that has solid belly pattern and has green nape color and has black bill color and has blue crown color and has white underparts color and has blue forehead color and has white primary color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0025_797232.jpg,a close-up of Cerulean Warbler showing white belly color and has all-purpose bill shape and has black eye color and has blue wing color and has black underparts color and has blue forehead color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0033_797176.jpg,this is an Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0033_797176.jpg,a close-up of Cerulean Warbler showing brown upperparts color and has white underparts color and has multi-colored tail pattern and has grey upperparts color and has blue crown color and has black bill color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0033_797176.jpg,a photo of Cerulean Warbler with brown breast color and has brown back color and has white throat color and has grey upperparts color and has brown upper tail color and has blue underparts color and has brown upperparts color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0084_797177.jpg,this is an Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0084_797177.jpg,a photo of Cerulean Warbler with shorter_than_head bill length and has solid breast pattern and has eyering head pattern and has pointed_tail tail shape and has tree-clinging-like shape.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0084_797177.jpg,an image of the bird species Cerulean Warbler with tree-clinging-like shape and has grey leg color and has very_small_(3_-_5_in) size and has blue crown color and has white underparts color.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0081_797179.jpg,a photo of a Cerulean Warbler.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0081_797179.jpg,an image of the bird species Cerulean Warbler with blue nape color and has grey wing color and has solid breast pattern and has very_small_(3_-_5_in) size.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0081_797179.jpg,a close-up of Cerulean Warbler showing grey upperparts color and has white underparts color and has broad-wings wing shape and has blue back color and has blue nape color and has eyering head pattern and has multi-colored tail pattern.
CUB_200_2011/images/164.Cerulean_Warbler/Cerulean_Warbler_0082_797180.jpg,an image of the bird species Cerulean Warbler.
